Site,Upload_date,#items_completed,#items_started,#attempts_incorrect,start_timestamp,SessionID,CRASHED,ActivityName,TutorID,MatrixName,ProblemName,TotalProblemCount,#attempts,end_timestamp,activity_duration,completion,last_problemnumber,last_problemname,DateTime_logName,TabletID,PERF_FileName,Promotion,total_incorrect_attempts,total_null_attempts,total_correct_attempts,first_attempt_correct_problem_counter,correct_problem_counter,Unique_Child_ID_1,Area_AN,Row_AN,Column_AN,Area_TID,Row_TID,Column_TID,Last_attemptHiatus,last_problemnumber2,between_activityHiatus,KC(Subtest),KC(Subtest)1,KC(Subtest)2,KC(Subtest)3,new_store_count,Percentage_Completion,First_Attempt_Percentage_Correct,Percentage_Correct,Percentage_Completion_2
131,2019-01-18,,,,946876052164, 6116001855_20000103_080558,0.0,bpop.wrd:ja..ja.syl.rand.all.stat.noShow.25, null, null, null,0,1,946876052164,0,BACKBUTTON,0, null,"01/03/2000, 08:05:58", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000064_2000.01.03.08.05.59_6116001855.json, null,0,1,0,0,0,RSWGAP_410,literacy,5.0,69.0,DNFT,-1.0,-1.0,0,1,10125.0,Syllable Sound,,,,1.0,0.0,0.0,0.0,0.0
131,2019-01-18,,,,946876057996, 6116001855_20000103_080558,0.0,bpop.mn:0..9.MN-SD-UP-OFF2-BL1.incr.8, null, null, null,0,1,946876057996,0,BACKBUTTON,0, null,"01/03/2000, 08:05:58", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000064_2000.01.03.08.05.59_6116001855.json, null,0,1,0,0,0,RSWGAP_410,math,4.0,20.0,DNFT,-1.0,-1.0,0,1,5832.0,Missing Number,,,,1.0,0.0,0.0,0.0,0.0
131,2019-01-18,,,,946876063187, 6116001855_20000103_080558,0.0,bpop.wrd:ja..ja.syl.rand.all.stat.noShow.25, null, null, null,0,1,946876063187,0,BACKBUTTON,0, null,"01/03/2000, 08:05:58", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000064_2000.01.03.08.05.59_6116001855.json, null,0,1,0,0,0,RSWGAP_410,literacy,5.0,69.0,DNFT,-1.0,-1.0,0,1,5191.0,Syllable Sound,,,,1.0,0.0,0.0,0.0,0.0
131,2019-01-18,,,,946876069110, 6116001855_20000103_080558,0.0,story.hear::Safari_Song__it_32, null, null, null,0,1,946876069110,0,BACKBUTTON,0, null,"01/03/2000, 08:05:58", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000064_2000.01.03.08.05.59_6116001855.json, null,0,1,0,0,0,RSWGAP_410,story,16.0,20.0,DNFT,-1.0,-1.0,0,1,5923.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,1.0,0.0,0.0,0.0,0.0
131,2019-01-18,,,,946876075371, 6116001855_20000103_080558,0.0,bpop.wrd:2ch..2ch.syl.rand.all.stat.show.47__it_8, null, null, null,0,1,946876075371,0,BACKBUTTON,0, null,"01/03/2000, 08:05:58", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000064_2000.01.03.08.05.59_6116001855.json, null,0,1,0,0,0,RSWGAP_410,literacy,5.0,134.0,DNFT,-1.0,-1.0,0,1,6261.0,Syllable Sound,,,,1.0,0.0,0.0,0.0,0.0
131,2019-01-18,,,,946876081004, 6116001855_20000103_080558,0.0,bpop.mn:0..9.MN-SD-UP-OFF2-BL1.incr.8, null, null, null,0,1,946876081004,0,BACKBUTTON,0, null,"01/03/2000, 08:05:58", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000064_2000.01.03.08.05.59_6116001855.json, null,0,1,0,0,0,RSWGAP_410,math,4.0,20.0,DNFT,-1.0,-1.0,0,1,5633.0,Missing Number,,,,1.0,0.0,0.0,0.0,0.0
131,2019-01-18,,,,946876087271, 6116001855_20000103_080558,0.0,story.hear::LC_Vowel_Song_1__it_14, null, null, null,0,1,946876087271,0,BACKBUTTON,0, null,"01/03/2000, 08:05:58", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000064_2000.01.03.08.05.59_6116001855.json, null,0,1,0,0,0,RSWGAP_410,literacy,6.0,64.0,DNFT,-1.0,-1.0,0,1,6267.0,Syllable Sound,Reading Comprehension,Listening Comprehension,Orienting to Print,1.0,0.0,0.0,0.0,0.0
131,2019-01-18,,,,946876092227, 6116001855_20000103_080558,0.0,story.hear::Safari_Song__it_32, null, null, null,0,1,946876092227,0,BACKBUTTON,0, null,"01/03/2000, 08:05:58", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000064_2000.01.03.08.05.59_6116001855.json, null,0,1,0,0,0,RSWGAP_410,story,16.0,20.0,DNFT,-1.0,-1.0,0,1,4956.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,1.0,0.0,0.0,0.0,0.0
131,2019-01-18,5.0,6.0,1.0,946876111908, 6116001855_20000103_080558,0.0,akira:syl.lc.say.ku..ku.noShow..9, akira_syl.lc.say.ku..ku.noShow..9, literacy, o1_ku_nzi_vye,10,7,946876149383,37475,BACKBUTTON,6, o1_ku_mka_ya,"01/03/2000, 08:05:58", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000064_2000.01.03.08.05.59_6116001855.json, PROMOTION,0,1,6,6,6,RSWGAP_410,literacy,5.0,75.0,literacy,5.0,75.0,4311,6,19681.0,Syllable Sound,,,,6.0,60.0,60.0,60.0,60.0
131,2019-01-18,0.0,1.0,1.0,946876159883, 6116001855_20000103_080558,1.0,bpop.mn:0..9.MN-SD-UP-OFF5-BL4.incr.9, bpop.mn_0..9.MN-SD-UP-OFF5-BL4.incr.9, math, BPOP_23_12-4-23,10,2,946876166227,6344,BACKBUTTON,1, BPOP_23_12-4-23,"01/03/2000, 08:05:58", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000064_2000.01.03.08.05.59_6116001855.json, PROMOTION,1,1,0,0,0,RSWGAP_410,math,4.0,22.0,math,4.0,22.0,6344,1,10500.0,Missing Number,,,,1.0,10.0,0.0,0.0,10.0
131,2019-01-18,,,,946899729378, 6116001855_20000103_144152,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, stories, Mbuga za wanyama Tanzania,4,16,946899751842,22464,ENDTUTOR,0, O Tanzania oyee!,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,15,4,4,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,4538,4,-1.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,4.0,100.0,100.0,100.0,100.0
131,2019-01-18,,,,946899752029, 6116001855_20000103_144152,0.0,activity_selector, story.hear__Safari_Song__it_32, stories, O Tanzania oyee!,4,1,946899752029,0,STORY,0, O Tanzania oyee!,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,story,16.0,20.0,0,1,187.0,,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946899775729, 6116001855_20000103_144152,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, stories, Mbuga za wanyama Tanzania,4,13,946899810111,34382,BACKBUTTON,0, Ngorongoro Manyara na Mikumi,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,12,3,3,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,2519,3,23700.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,3.0,75.0,75.0,75.0,75.0
131,2019-01-18,,,,946899810192, 6116001855_20000103_144152,0.0,activity_selector, story.hear__Safari_Song__it_32, stories, Ngorongoro Manyara na Mikumi,4,1,946899810192,0,STORY,0, Ngorongoro Manyara na Mikumi,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,story,16.0,20.0,0,1,81.0,,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946899821472, 6116001855_20000103_144152,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, stories, Mbuga za wanyama Tanzania,4,16,946899843891,22419,ENDTUTOR,0, O Tanzania oyee!,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,15,4,4,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,4518,4,11280.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,4.0,100.0,100.0,100.0,100.0
131,2019-01-18,,,,946899843996, 6116001855_20000103_144152,0.0,activity_selector, story.hear__Safari_Song__it_32, stories, O Tanzania oyee!,4,1,946899843996,0,STORY,0, O Tanzania oyee!,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,story,16.0,20.0,0,1,105.0,,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946899857799, 6116001855_20000103_144152,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, songs, O Tanzania oyee!,4,1,946899857799,0,BACKBUTTON,0, O Tanzania oyee!,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,0,1,13803.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946899870040, 6116001855_20000103_144152,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, stories, Mbuga za wanyama Tanzania,4,9,946899878908,8868,BACKBUTTON,0, Ya kwanza ni Serengeti,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,8,2,2,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,1095,2,12241.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,2.0,50.0,50.0,50.0,50.0
131,2019-01-18,,,,946899879076, 6116001855_20000103_144152,0.0,activity_selector, story.hear__Safari_Song__it_32, stories, Ya kwanza ni Serengeti,4,1,946899879076,0,STORY,0, Ya kwanza ni Serengeti,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,story,16.0,20.0,0,1,168.0,,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946899890819, 6116001855_20000103_144152,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, stories, Mbuga za wanyama Tanzania,4,9,946899907317,16498,BACKBUTTON,0, Ya kwanza ni Serengeti,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,8,2,2,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,8755,2,11743.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,2.0,50.0,50.0,50.0,50.0
131,2019-01-18,,,,946899907424, 6116001855_20000103_144152,0.0,activity_selector, story.hear__Safari_Song__it_32, stories, Ya kwanza ni Serengeti,4,1,946899907424,0,STORY,0, Ya kwanza ni Serengeti,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,0,1,0,0,RSWGAP_410,DNFT,-1.0,-1.0,story,16.0,20.0,0,1,107.0,,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946899921283, 6116001855_20000103_144152,0.0,bpop.wrd:da..da.syl.rand.all.stat.show.32, story.hear__Safari_Song__it_32, songs, Ya kwanza ni Serengeti,4,1,946899921283,0,BACKBUTTON,0, Ya kwanza ni Serengeti,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,literacy,5.0,92.0,story,16.0,20.0,0,1,13859.0,Syllable Sound,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946899931209, 6116001855_20000103_144152,0.0,bpop.mn:0..9.MN-SD-UP-OFF5-BL1.incr.12, story.hear__Safari_Song__it_32, songs, Ya kwanza ni Serengeti,4,1,946899931209,0,BACKBUTTON,0, Ya kwanza ni Serengeti,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,math,4.0,26.0,story,16.0,20.0,0,1,9926.0,Missing Number,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946899940341, 6116001855_20000103_144152,0.0,bpop.wrd:da..da.syl.rand.all.stat.show.32, story.hear__Safari_Song__it_32, songs, Ya kwanza ni Serengeti,4,1,946899940341,0,BACKBUTTON,0, Ya kwanza ni Serengeti,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,literacy,5.0,92.0,story,16.0,20.0,0,1,9132.0,Syllable Sound,,,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,,,,946899950669, 6116001855_20000103_144152,0.0,story.hear::Safari_Song__it_32, story.hear__Safari_Song__it_32, songs, Ya kwanza ni Serengeti,4,1,946899950669,0,BACKBUTTON,0, Ya kwanza ni Serengeti,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,story,16.0,20.0,story,16.0,20.0,0,1,10328.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,1.0,25.0,0.0,0.0,25.0
131,2019-01-18,9.0,9.0,12.0,946899989745, 6116001855_20000103_144152,0.0,akira:syl.lc.say.da..da.noShow..11, akira_syl.lc.say.da..da.noShow..11, literacy, o1_ye_cho_da,10,21,946900149878,160133,ENDTUTOR,9, o1_mjo_mno_da,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,13,1,7,3,7,RSWGAP_410,literacy,5.0,93.0,literacy,5.0,93.0,9024,9,39076.0,Syllable Sound,,,,9.0,90.0,30.0,70.0,90.0
131,2019-01-18,8.0,9.0,-8.0,946900161907, 6116001855_20000103_144152,0.0,bpop.mn:0..9.MN-SD-UP-OFF5-BL1.incr.12, akira_syl.lc.say.da..da.noShow..11, literacy, o1_mjo_mno_da,0,1,946900161907,0,BACKBUTTON,9, o1_mjo_mno_da,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,math,4.0,26.0,literacy,5.0,93.0,0,1,12029.0,Missing Number,,,,1.0,inf,,,inf
131,2019-01-18,10.0,10.0,2.0,946900182770, 6116001855_20000103_144152,0.0,akira:syl.lc.say.da..da.noShow..11, akira_syl.lc.say.da..da.noShow..11, literacy, o1_ye_cho_da,10,12,946900264315,81545,COMPLETE,10, o1_nye_ju_da,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,1,1,10,9,10,RSWGAP_410,literacy,5.0,93.0,literacy,5.0,93.0,13117,10,20863.0,Syllable Sound,,,,10.0,100.0,90.0,100.0,100.0
131,2019-01-18,9.0,10.0,-9.0,946900340190, 6116001855_20000103_144152,0.0,story.hear::Safari_Song__it_32, akira_syl.lc.say.da..da.noShow..11, literacy, o1_nye_ju_da,0,1,946900340190,0,BACKBUTTON,10, o1_nye_ju_da,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,story,16.0,20.0,literacy,5.0,93.0,0,1,75875.0,Reading Comprehension,Listening Comprehension,Orienting to Print,,1.0,inf,,,inf
131,2019-01-18,9.0,10.0,-9.0,946900363259, 6116001855_20000103_144152,0.0,bpop.wrd:da..da.syl.rand.sim.stat.show.33, akira_syl.lc.say.da..da.noShow..11, literacy, o1_nye_ju_da,0,1,946900363259,0,BACKBUTTON,10, o1_nye_ju_da,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,literacy,5.0,94.0,literacy,5.0,93.0,0,1,23069.0,Syllable Sound,,,,1.0,inf,,,inf
131,2019-01-18,10.0,10.0,7.0,946900390422, 6116001855_20000103_144152,0.0,bpop.mn:4..9.MN-SD-UP-OFF5-BL4.decr.25, bpop.mn_4..9.MN-SD-UP-OFF5-BL4.decr.25, math, BPOP_8_8-17-24,10,17,946900590410,199988,COMPLETE,10, BPOP_8_8-25-21,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,6,1,10,6,10,RSWGAP_410,math,4.0,28.0,math,4.0,28.0,6794,10,27163.0,Missing Number,,,,10.0,100.0,60.0,100.0,100.0
131,2019-01-18,9.0,10.0,-9.0,946900614575, 6116001855_20000103_144152,0.0,bpop.wrd:da..da.syl.rand.sim.stat.show.33, bpop.mn_4..9.MN-SD-UP-OFF5-BL4.decr.25, math, BPOP_8_8-25-21,0,1,946900614575,0,BACKBUTTON,10, BPOP_8_8-25-21,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,0,1,0,0,0,RSWGAP_410,literacy,5.0,94.0,math,4.0,28.0,0,1,24165.0,Syllable Sound,,,,1.0,inf,,,inf
131,2019-01-18,7.0,7.0,1.0,946900638611, 6116001855_20000103_144152,0.0,bpop.wrd:da..da.syl.rand.sim.stat.show.33, bpop.wrd_da..da.syl.rand.sim.stat.show.33, literacy, BPOP_da_da-sha-da,10,8,946900706759,68148,,7, BPOP_da_ga-mka-da,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,1,0,7,6,7,RSWGAP_410,literacy,5.0,94.0,literacy,5.0,94.0,27134,7,24036.0,Syllable Sound,,,,7.0,70.0,60.0,70.0,70.0
131,2019-01-18,1.0,2.0,3.0,946902280272, 6116001855_20000103_144152,0.0,bpop.wrd:da..da.syl.rand.sim.stat.show.33, bpop.wrd_da..da.syl.rand.sim.stat.show.33, literacy, BPOP_da_ja-twa-da,10,5,946902353172,72900,BACKBUTTON,2, BPOP_da_nya-da-va,"01/03/2000, 14:41:52", 6116001855,PERF_RoboTutor_release_sw_2.7.7.1_000069_2000.01.03.14.41.53_6116001855.json, PROMOTION,1,3,1,1,1,RSWGAP_410,literacy,5.0,94.0,literacy,5.0,94.0,33435,2,1573513.0,Syllable Sound,,,,2.0,20.0,10.0,10.0,20.0
